#,DATETIME,T2,U2,RH2,PRES,RRR,N
1511,2014-12-02 22:00,-8.7,2.08,88.03,668.48,0,0.84
1512,2014-12-02 23:00,-8.8,4.88,88.65,668.58,0,1
1513,2014-12-03 00:00,-8.8,4.16,88.65,668.48,0,1
1514,2014-12-03 01:00,-9,2.8,87.46,668.58,0,1
1515,2014-12-03 02:00,-9.3,2.08,88.67,668.68,0,1
1516,2014-12-03 03:00,-9.9,2.08,88.94,668.58,0,1
1517,2014-12-03 04:00,-10.2,2.08,94.17,668.78,0.1706,1
1518,2014-12-03 05:00,-10.1,2.08,94.18,668.78,0,1
1519,2014-12-03 06:00,-10,2.8,94.18,668.98,0,1
1520,2014-12-03 07:00,-10.1,2.8,85.72,669.18,0.1706,1
1521,2014-12-03 08:00,-9.4,1.28,85.16,669.48,0,0.98
1522,2014-12-03 09:00,-8,1.28,84.62,669.78,0,0.98
1523,2014-12-03 10:00,-6.8,2.4,90.2,669.98,0,0.97
1524,2014-12-03 11:00,-5.9,1.28,89.04,669.88,0,0.97
1525,2014-12-03 12:00,-5.2,0.8,88.47,669.88,0,0.7
1526,2014-12-03 13:00,-4.8,0.64,88.17,669.78,0.4266,0.96
1527,2014-12-03 14:00,-4.6,0.5,84.99,669.98,0.4266,0.95
1528,2014-12-03 15:00,-4.6,0.64,83.62,669.98,0,0.93
1529,2014-12-03 16:00,-5.2,0.5,82.56,670.08,0,1
1530,2014-12-03 17:00,-6.8,2.8,87.2,670.18,0,1
1531,2014-12-03 18:00,-8.6,1.28,80.66,670.28,0,1
1532,2014-12-03 19:00,-9.5,2.8,80.17,670.48,0,1
1533,2014-12-03 20:00,-10.2,0.64,84.58,670.28,0,1
1534,2014-12-03 21:00,-10.5,1.04,87.45,670.28,0,1
1535,2014-12-03 22:00,-10.3,0.64,86.55,670.28,0,1
1536,2014-12-03 23:00,-10.1,0.5,85.69,670.18,0,1
1537,2014-12-04 00:00,-10,0.5,88.64,670.08,0,1
1538,2014-12-04 01:00,-10,0.5,90.52,670.08,0,1
1539,2014-12-04 02:00,-10.3,1.6,85.99,670.18,0,1
1540,2014-12-04 03:00,-10.6,2.4,83.99,669.88,0,1
1541,2014-12-04 04:00,-10.9,1.28,90.14,669.88,0,1
1542,2014-12-04 05:00,-11,0.5,86.75,669.88,0,1
1543,2014-12-04 06:00,-11.3,0.5,87.05,670.08,0,1
1544,2014-12-04 07:00,-11.4,0.98,85.1,670.18,0,0.99
1545,2014-12-04 08:00,-10.4,2.08,80.48,670.58,0,0.9
1546,2014-12-04 09:00,-9.4,2.8,70.33,670.68,0,0.98
1547,2014-12-04 10:00,-8.6,1.28,77.51,670.78,0,0.98
1548,2014-12-04 11:00,-8,1.28,78.19,670.78,0,0.97
1549,2014-12-04 12:00,-7.3,1.28,84.47,670.68,0,0.97
1550,2014-12-04 13:00,-7,0.64,83.88,670.58,0,0.94
1551,2014-12-04 14:00,-7.7,0.64,89.43,670.78,0,0.96
1552,2014-12-04 15:00,-8.3,0.5,88.22,670.78,0,1
1553,2014-12-04 16:00,-8.8,0.8,93.13,670.98,0,0.82
1554,2014-12-04 17:00,-9.5,0.5,91.42,671.28,0,0
1555,2014-12-04 18:00,-10.2,1.6,95.18,671.58,0,0.49
1556,2014-12-04 19:00,-10.7,2.08,95.18,671.68,0,0.84
1557,2014-12-04 20:00,-10.9,0.5,83.66,671.88,0,0.9
1558,2014-12-04 21:00,-10.9,0.5,94.11,671.78,0,0.94
1559,2014-12-04 22:00,-10.8,0.8,95.16,671.98,0,0.83
1560,2014-12-04 23:00,-10.8,0.8,78.61,672.08,0,0.76
1561,2014-12-05 00:00,-10.8,0.64,77.21,671.88,0,0.81
1562,2014-12-05 01:00,-10.7,0.62,77.16,671.88,0,0.8
1563,2014-12-05 02:00,-10.6,1.4,70.73,671.88,0,0.73
1564,2014-12-05 03:00,-10.6,1.78,70.55,671.68,0,0.27
1565,2014-12-05 04:00,-10.6,1.84,70.22,671.68,0,0
1566,2014-12-05 05:00,-10.9,0.8,69.64,671.78,0,0
1567,2014-12-05 06:00,-11.3,1.6,72.56,671.88,0,0
1568,2014-12-05 07:00,-11.4,0.5,70.27,671.78,0,0
1569,2014-12-05 08:00,-10.8,0.8,58.95,672.08,0,0.98
1570,2014-12-05 09:00,-8.9,1.04,62.67,672.28,0,0.98
1571,2014-12-05 10:00,-7.4,5.44,70.7,672.28,0,0.97
1572,2014-12-05 11:00,-6.4,4.56,79.3,672.18,0,0.97
1573,2014-12-05 12:00,-6.4,4.16,82.85,671.98,0,0.08
1574,2014-12-05 13:00,-6.4,1.28,79.95,671.88,0,0.28
1575,2014-12-05 14:00,-6.1,1.42,83.49,671.88,0,0.96
1576,2014-12-05 15:00,-6.1,2.94,87.4,671.88,0,1
1577,2014-12-05 16:00,-6.4,2.08,85.61,671.88,0,0
1578,2014-12-05 17:00,-7.6,2.8,88.24,671.78,0,0
1579,2014-12-05 18:00,-8.9,2.8,88.53,671.78,0,0
1580,2014-12-05 19:00,-9.8,1.6,91.1,671.78,0,0
1581,2014-12-05 20:00,-10.5,4.1,88.59,671.58,0,0.21
1582,2014-12-05 21:00,-10.8,2.18,87.95,671.48,0,0.81
1583,2014-12-05 22:00,-11.1,0.64,87.05,671.38,0,0.96
1584,2014-12-05 23:00,-11.5,2.8,87.05,671.18,0,1
1585,2014-12-06 00:00,-11.7,0.64,89.51,670.78,0,1
1586,2014-12-06 01:00,-11.3,0.5,87.68,670.58,0.1706,0.99
1587,2014-12-06 02:00,-11.2,4.16,86.72,670.48,0.1706,1
1588,2014-12-06 03:00,-11.2,0.64,88.22,670.18,0,1
1589,2014-12-06 04:00,-11.2,1.28,88.54,670.08,0,1
1590,2014-12-06 05:00,-11.5,1.04,85.25,670.08,0,1
1591,2014-12-06 06:00,-11.5,2.8,86.74,670.08,0,1
1592,2014-12-06 07:00,-11.4,1.28,89.43,670.18,0,1
1593,2014-12-06 08:00,-11.2,1.04,86.68,670.18,0,0.98
1594,2014-12-06 09:00,-10.7,2.88,89.15,670.48,0.1706,0.98
1595,2014-12-06 10:00,-10.1,3.7,88,670.58,0.5119,0.98
1596,2014-12-06 11:00,-9,0.64,90.14,670.48,0,0.97
1597,2014-12-06 12:00,-8.5,1.38,87.71,670.28,0.3413,0.56
1598,2014-12-06 13:00,-9.7,1.28,87.96,670.28,0.5119,0.02
1599,2014-12-06 14:00,-10.2,0.5,93.08,670.48,0.8532,0.74
1600,2014-12-06 15:00,-9.7,4.12,92.42,670.68,0.5119,1
1601,2014-12-06 16:00,-10.6,3.14,92.71,670.78,0,1
1602,2014-12-06 17:00,-11.4,3.46,92.06,670.98,0,1
1603,2014-12-06 18:00,-11.7,3.26,90.11,670.98,0,1
1604,2014-12-06 19:00,-11.9,5.46,91.7,670.98,0,1
1605,2014-12-06 20:00,-12.1,0.5,89.12,670.98,0,1
1606,2014-12-06 21:00,-12.2,4.24,89.12,671.08,0,1
1607,2014-12-06 22:00,-11.7,2.08,90.06,671.08,0,0.85
1608,2014-12-06 23:00,-11.9,2.8,86.67,671.08,0,0.27
1609,2014-12-07 00:00,-11.9,0.5,88.17,670.98,0,0
1610,2014-12-07 01:00,-12,0.5,90.06,670.78,0,0
1611,2014-12-07 02:00,-11.8,0.5,86.08,670.88,0,0
1612,2014-12-07 03:00,-12.1,0.5,90.69,670.68,0,0.51
1613,2014-12-07 04:00,-12.2,0.5,87.52,670.48,0,0.46
1614,2014-12-07 05:00,-11.9,0.5,86.06,670.68,0,0.6
1615,2014-12-07 06:00,-11.7,0.5,85.79,670.78,0,0.76
1616,2014-12-07 07:00,-11.5,0.5,85.64,671.18,0,0.72
1617,2014-12-07 08:00,-10.5,1.52,73.81,671.48,0,0.99
1618,2014-12-07 09:00,-9.1,0.5,70.3,671.68,0,0.98
1619,2014-12-07 10:00,-8.3,4.88,72.55,671.78,0.1706,0.98
1620,2014-12-07 11:00,-7.8,4.56,77.73,671.78,0.5119,0.97
1621,2014-12-07 12:00,-7.4,5.44,79.6,671.68,0,0
1622,2014-12-07 13:00,-8.5,0.5,68.3,671.48,0,0.17
1623,2014-12-07 14:00,-10,0.88,65.32,671.38,0,0.96
1624,2014-12-07 15:00,-11.5,0.88,82.77,671.38,0,1
1625,2014-12-07 16:00,-12.2,0.56,95.11,671.18,0,0
1626,2014-12-07 17:00,-12.6,0.64,90.64,671.28,0,0
1627,2014-12-07 18:00,-12.8,0.5,88.72,671.38,0,0.68
1628,2014-12-07 19:00,-13.1,0.72,94.73,671.38,0,0.96
1629,2014-12-07 20:00,-13.3,0.5,93.65,671.38,0,1
1630,2014-12-07 21:00,-13.2,0.5,93.65,671.48,0,1
1631,2014-12-07 22:00,-13.2,0.5,93.64,671.58,0,1
1632,2014-12-07 23:00,-13.3,0.72,93.64,671.58,0,1
1633,2014-12-08 00:00,-13.2,1.2,93.63,671.48,0,1
1634,2014-12-08 01:00,-12.7,2.4,92.91,670.98,0,1
1635,2014-12-08 02:00,-12.3,1.84,92.92,671.38,0,1
1636,2014-12-08 03:00,-13.5,1.44,92.91,670.88,0,1
1637,2014-12-08 04:00,-13.7,1.6,92.91,671.08,0,1
1638,2014-12-08 05:00,-13.8,1.2,92.91,671.18,0,1
1639,2014-12-08 06:00,-14.5,1.36,92.91,670.98,0,1
1640,2014-12-08 07:00,-15.4,0.5,92.91,670.88,0,1
1641,2014-12-08 08:00,-14.3,0.56,91,670.88,0,1
1642,2014-12-08 09:00,-13.8,0.88,70.49,670.68,0,0.98
1643,2014-12-08 10:00,-13.5,0.5,57.48,670.58,0,0.98
1644,2014-12-08 11:00,-13.7,0.72,45.06,670.18,0,0.98
1645,2014-12-08 12:00,-13.4,0.5,38.4,669.78,0,0.57
1646,2014-12-08 13:00,-13.8,3.36,36.59,668.88,0,0.54
1647,2014-12-08 14:00,-14.5,1.28,37.85,668.68,0,0.97
1648,2014-12-08 15:00,-14.7,0.8,38.62,668.08,0,0.9
1649,2014-12-08 16:00,-16.1,0.5,38.89,667.68,0,0
1650,2014-12-08 17:00,-17.1,0.64,47.17,667.28,0,0.19
1651,2014-12-08 18:00,-17.6,0.64,54.78,666.68,0,0.24
1652,2014-12-08 19:00,-18,0.64,65.87,666.48,0,0.17
1653,2014-12-08 20:00,-18.4,1.28,68.8,666.08,0,0
1654,2014-12-08 21:00,-18.8,2.08,77.47,665.58,0,0.39
1655,2014-12-08 22:00,-19.1,0.64,80.26,665.28,0,0.33
1656,2014-12-08 23:00,-19.6,1.28,83.14,664.88,0,0
1657,2014-12-09 00:00,-19.9,0.5,85.34,664.38,0,0
1658,2014-12-09 01:00,-20.2,0.5,92.74,664.18,0,0.22
1659,2014-12-09 02:00,-20.2,1.44,92.73,664.18,0,0.76
1660,2014-12-09 03:00,-20.3,1.84,92.73,663.88,0,1
1661,2014-12-09 04:00,-20.1,1.92,92.03,663.98,0,1
1662,2014-12-09 05:00,-20,0.96,92.02,664.18,0,1
1663,2014-12-09 06:00,-19.9,0.88,91.65,664.98,0,1
1664,2014-12-09 07:00,-19.7,0.8,91.64,665.48,0,1
1665,2014-12-09 08:00,-19.6,0.5,91.64,666.48,0,0.77
1666,2014-12-09 09:00,-19.6,0.5,90.49,667.28,0,0.98
1667,2014-12-09 10:00,-17.7,0.5,91.94,667.78,0,0.98
1668,2014-12-09 11:00,-16,0.5,90.89,668.28,0,0.98
1669,2014-12-09 12:00,-15.7,7.52,79.08,668.68,0,0
1670,2014-12-09 13:00,-15.6,4.16,73.82,669.18,0,0.12
1671,2014-12-09 14:00,-14,6.72,70.95,669.78,0,0.96
1672,2014-12-09 15:00,-13.8,7.04,71.1,670.18,0,1
1673,2014-12-09 16:00,-15.1,0.5,74.64,670.58,0,1
1674,2014-12-09 17:00,-16.7,0.5,81.7,670.88,0,1
1675,2014-12-09 18:00,-17.1,0.5,78.29,671.28,0,0.92
1676,2014-12-09 19:00,-17.7,0.5,63.02,671.48,0,0.87
1677,2014-12-09 20:00,-17.9,0.5,43.84,671.78,0,0.84
1678,2014-12-09 21:00,-17.6,0.5,38.38,672.18,0,0.82
1679,2014-12-09 22:00,-15.6,1.28,34.93,672.28,0,0.75
1680,2014-12-09 23:00,-13,2.16,31.13,672.58,0,0.52
1681,2014-12-10 00:00,-11.8,3.68,28.85,672.68,0,0
1682,2014-12-10 01:00,-11.1,5.36,17.69,673.08,0,0
1683,2014-12-10 02:00,-11.1,14.8,15.16,673.48,0,0
1684,2014-12-10 03:00,-10,19.76,15.64,673.68,0,0
1685,2014-12-10 04:00,-10,16.88,16.82,673.78,0,0
1686,2014-12-10 05:00,-9.4,19.04,22.42,674.18,0,0
1687,2014-12-10 06:00,-7.7,20.56,28.25,674.48,0,0
1688,2014-12-10 07:00,-7.3,18.24,43.65,675.88,0,0
1689,2014-12-10 08:00,-7.6,14.96,56.04,676.28,0,0.99
1690,2014-12-10 09:00,-8.8,10.72,55.12,676.38,0,0.85
1691,2014-12-10 10:00,-9.1,1.6,63.19,675.98,0,0.98
1692,2014-12-10 11:00,-8.7,3.52,64.07,675.68,0,0.95
1693,2014-12-10 12:00,-9.8,3.12,67.2,675.28,0,0.78
1694,2014-12-10 13:00,-9.4,1.2,63.55,675.08,0,0.76
1695,2014-12-10 14:00,-9.2,0.88,81.55,675.28,0,0.92
1696,2014-12-10 15:00,-9,0.56,95.89,675.38,0,0.4
1697,2014-12-10 16:00,-9.9,1.28,95.89,675.48,0,1
1698,2014-12-10 17:00,-11.3,1.84,95.16,675.58,0,1
1699,2014-12-10 18:00,-11.8,2.56,94.44,675.78,0,0.74
1700,2014-12-10 19:00,-8.9,8.4,93.74,676.28,0,0.52
1701,2014-12-10 20:00,-7.7,5.28,90.07,675.88,0,0.43
1702,2014-12-10 21:00,-8,1.2,85.54,675.68,0,0.38
1703,2014-12-10 22:00,-8.4,0.88,74.22,675.28,0,0.77
1704,2014-12-10 23:00,-9.1,1.44,55.05,674.78,0,0.9
1705,2014-12-11 00:00,-10.3,1.2,45.6,674.68,0,0.83
1706,2014-12-11 01:00,-11.2,0.56,25.96,673.88,0,0.68
1707,2014-12-11 02:00,-12.2,2.64,23.38,673.08,0,0.32
1708,2014-12-11 03:00,-12,4.16,23.55,672.88,0,0
1709,2014-12-11 04:00,-12.3,1.28,25.68,672.48,0,0.58
1710,2014-12-11 05:00,-13.2,0.64,26.12,672.08,0,0
1711,2014-12-11 06:00,-13.5,1.04,26.07,671.58,0,0
1712,2014-12-11 07:00,-13.7,1.28,26.15,671.28,0,0
1713,2014-12-11 08:00,-13,2.48,23.63,671.18,0,0.7
1714,2014-12-11 09:00,-13,3.44,24.46,671.08,0,0.61
1715,2014-12-11 10:00,-11.9,2,27.72,671.58,0,0.98
1716,2014-12-11 11:00,-12.8,4.56,33.21,670.48,0,0.98
1717,2014-12-11 12:00,-13.8,2.4,39.84,670.48,0,0.98
1718,2014-12-11 13:00,-14.9,1.68,46.36,670.38,0,0.94
1719,2014-12-11 14:00,-14.9,1.36,53.57,670.38,0,0.65
1720,2014-12-11 15:00,-15.4,2.64,64.61,670.38,0,0.35
1721,2014-12-11 16:00,-15.5,1.28,65.55,669.98,0,0
1722,2014-12-11 17:00,-15.9,3.92,74.76,670.18,0,0
1723,2014-12-11 18:00,-15.6,5.76,72.28,669.78,0,0.5
1724,2014-12-11 19:00,-15.1,3.04,68.6,670.88,0,0.86
1725,2014-12-11 20:00,-14.7,1.6,69.16,671.68,0,0
1726,2014-12-11 21:00,-14.6,4.8,65.68,671.88,0,0
1727,2014-12-11 22:00,-14.6,3.92,57.87,671.08,0,0
1728,2014-12-11 23:00,-13.7,3.04,55.91,671.98,0,0
1729,2014-12-12 00:00,-13.8,3.44,49.11,672.38,0,0
1730,2014-12-12 01:00,-13.9,1.44,44.07,672.68,0,0
1731,2014-12-12 02:00,-13.4,1.44,34.59,672.98,0,0
1732,2014-12-12 03:00,-11.7,2,29.24,672.68,0,0
1733,2014-12-12 04:00,-11.3,1.04,25.52,672.48,0,0
1734,2014-12-12 05:00,-11.9,0.8,26.34,672.68,0,0
1735,2014-12-12 06:00,-12.2,0.96,26.81,672.28,0,0
1736,2014-12-12 07:00,-12,0.88,27.74,672.38,0,0
1737,2014-12-12 08:00,-10.9,0.56,27.77,672.28,0,0.03
1738,2014-12-12 09:00,-10,4.8,30.88,672.08,0,0
1739,2014-12-12 10:00,-10.6,2.16,33.28,671.88,0,0.82
1740,2014-12-12 11:00,-10.5,2.8,33.38,671.48,0,0.69
1741,2014-12-12 12:00,-11.6,0.5,37.16,670.88,0,0.38
1742,2014-12-12 13:00,-11.5,1.04,41.64,670.78,0,0.9
1743,2014-12-12 14:00,-11.9,0.5,48.19,670.78,0,0.96
1744,2014-12-12 15:00,-11.1,1.36,59.74,671.18,0,0.99
1745,2014-12-12 16:00,-10.5,0.5,89.11,671.58,0,0.9
1746,2014-12-12 17:00,-10,0.8,93.05,671.58,0,0.96
1747,2014-12-12 18:00,-10,0.5,96.59,671.78,0,0.96
1748,2014-12-12 19:00,-10.1,0.8,93.94,671.78,0,0.53
1749,2014-12-12 20:00,-9.9,0.5,87.69,672.48,0,1
1750,2014-12-12 21:00,-9.4,0.5,95.16,672.68,0,0.52
1751,2014-12-12 22:00,-9,1.84,91.42,672.48,0,0.11
1752,2014-12-12 23:00,-9.4,2.16,65.41,672.88,0,0
1753,2014-12-13 00:00,-9.9,0.8,41.52,672.18,0,0.08
1754,2014-12-13 01:00,-10.3,1.28,38.86,672.48,0,0.17
1755,2014-12-13 02:00,-10.4,2.72,43.97,672.58,0,0
1756,2014-12-13 03:00,-10.4,0.96,51.01,672.58,0,0.1
1757,2014-12-13 04:00,-10.9,2.4,46.8,672.48,0,0
1758,2014-12-13 05:00,-10.2,1.28,41.66,672.58,0,0
1759,2014-12-13 06:00,-10,1.28,38.62,672.48,0,0
1760,2014-12-13 07:00,-10.1,1.44,34.24,672.68,0,0
1761,2014-12-13 08:00,-9.6,2.56,28.67,673.38,0,0.52
1762,2014-12-13 09:00,-8.9,5.84,28.43,673.48,0,0.75
1763,2014-12-13 10:00,-9.2,5.44,26.71,673.78,0,0.78
1764,2014-12-13 11:00,-8.7,3.76,26.35,673.58,0,0.92
1765,2014-12-13 12:00,-8.3,3.36,30.33,673.38,0,0.98
1766,2014-12-13 13:00,-7.5,1.76,41.35,673.48,0,0.8
1767,2014-12-13 14:00,-7.6,3.2,48.66,672.68,0,0.13
1768,2014-12-13 15:00,-8.7,4.08,54.88,673.08,0,0
1769,2014-12-13 16:00,-8.9,2.88,63.42,673.28,0,0.87
1770,2014-12-13 17:00,-7.7,2.4,69.03,673.98,0,0.8
1771,2014-12-13 18:00,-7.2,1.36,76.36,674.28,0,0.79
1772,2014-12-13 19:00,-8.3,1.92,66.22,674.58,0,0.79
1773,2014-12-13 20:00,-9.9,0.72,55.51,674.18,0,0.89
1774,2014-12-13 21:00,-8.9,4.4,46.14,674.48,0,0.5
1775,2014-12-13 22:00,-9.4,2.88,45.45,674.38,0,0
1776,2014-12-13 23:00,-9.7,1.2,48.38,674.48,0,0.37
1777,2014-12-14 00:00,-9.5,4.24,69.39,673.68,0,0.34
1778,2014-12-14 01:00,-8.8,1.6,80.85,673.98,0,0.72
1779,2014-12-14 02:00,-9,1.2,77.33,674.38,0,0.93
1780,2014-12-14 03:00,-9,1.28,70.92,674.38,0,0.92
1781,2014-12-14 04:00,-9,3.68,66.89,674.08,0,0.85
1782,2014-12-14 05:00,-9.3,4.08,63.25,674.18,0,0.37
1783,2014-12-14 06:00,-9.4,2.72,60.49,674.58,0,0.12
1784,2014-12-14 07:00,-10.5,1.44,55.37,674.78,0,0.48
1785,2014-12-14 08:00,-8.5,0.8,50.4,675.08,0,0.92
1786,2014-12-14 09:00,-7.8,3.36,42.02,675.28,0,0
1787,2014-12-14 10:00,-8,2.32,40.51,675.48,0,0.86
1788,2014-12-14 11:00,-7.9,2.56,46.01,675.28,0,0.84
1789,2014-12-14 12:00,-8.2,2.08,56.96,674.98,0,0.78
1790,2014-12-14 13:00,-8.3,2.88,62.93,674.98,0,0.9
1791,2014-12-14 14:00,-8.9,3.12,67.72,674.88,0,0.85
1792,2014-12-14 15:00,-8.9,2.72,67.37,675.08,0,0.95
1793,2014-12-14 16:00,-8.6,1.04,74.54,675.28,0,0.74
1794,2014-12-14 17:00,-8.1,1.36,83.76,675.48,0,0.87
1795,2014-12-14 18:00,-8.1,0.72,92.48,675.48,0,0.86
1796,2014-12-14 19:00,-7.9,1.6,91.63,675.68,0,0.83
1797,2014-12-14 20:00,-8,2.4,91.88,675.68,0,0.84
1798,2014-12-14 21:00,-7.9,0.72,91.5,675.68,0,0.83
1799,2014-12-14 22:00,-8.3,3.04,92.17,675.58,0,0.94
1800,2014-12-14 23:00,-8.6,2.08,97.01,675.58,0,0.78
1801,2014-12-15 00:00,-8.7,0.5,99.62,675.48,0,0.77
1802,2014-12-15 01:00,-8.7,0.56,99.62,675.38,0,1
1803,2014-12-15 02:00,-8.7,1.2,98.48,675.58,0,0.99
1804,2014-12-15 03:00,-8.9,0.5,93.48,675.28,0,1
1805,2014-12-15 04:00,-9.1,0.96,94.17,675.18,0,1
1806,2014-12-15 05:00,-9,2.32,94.17,675.28,0,1
1807,2014-12-15 06:00,-8.8,3.2,94.17,675.28,0,1
1808,2014-12-15 07:00,-9.1,2.88,93.15,675.18,0,1
1809,2014-12-15 08:00,-9.3,2.48,92.48,675.28,0,1
1810,2014-12-15 09:00,-8.8,2.48,92.48,675.38,0,0.62
1811,2014-12-15 10:00,-8.5,4.32,87.27,675.28,0,0.13
1812,2014-12-15 11:00,-8.9,5.28,89,674.68,0,0.71
1813,2014-12-15 12:00,-8.9,4.16,91.16,674.48,0.4266,0.92
1814,2014-12-15 13:00,-8.9,3.04,91.21,674.08,0,0.9
1815,2014-12-15 14:00,-9.5,1.44,89.38,674.18,0,0.95
1816,2014-12-15 15:00,-9.8,1.52,86.7,674.18,0,1
1817,2014-12-15 16:00,-9.9,1.76,89.6,674.08,0,0.82
1818,2014-12-15 17:00,-9.9,2.32,84.33,673.78,0,0.86
1819,2014-12-15 18:00,-9.6,1.2,87.49,673.88,0,0.78
1820,2014-12-15 19:00,-9.6,1.84,90.15,673.48,0,0.76
1821,2014-12-15 20:00,-9.3,0.5,95.91,673.58,0,0.9
1822,2014-12-15 21:00,-9.2,0.56,97.36,673.28,0,0.99
1823,2014-12-15 22:00,-9.5,0.64,94.5,672.98,0,0.98
1824,2014-12-15 23:00,-9,0.5,95.56,672.58,0,1
1825,2014-12-16 00:00,-8.8,0.5,94.18,672.18,0.1706,1
1826,2014-12-16 01:00,-8.9,0.5,93.15,671.68,0.3413,1
1827,2014-12-16 02:00,-9,1.14,91.5,671.48,0.3413,1
1828,2014-12-16 03:00,-8.9,0.5,91.18,670.98,0.3413,1
1829,2014-12-16 04:00,-9,0.5,93.13,670.58,0.5119,1
1830,2014-12-16 05:00,-9.2,0.5,91.47,670.38,1.0239,1
1831,2014-12-16 06:00,-9.5,0.5,91.13,670.18,0.5119,1
1832,2014-12-16 07:00,-9.4,0.5,95.17,670.08,0.1706,1
1833,2014-12-16 08:00,-9.4,0.5,96.6,669.98,0,1
1834,2014-12-16 09:00,-6.5,0.5,95.88,669.78,0,0.76
1835,2014-12-16 10:00,-4.2,0.5,94.96,669.68,0.1706,0.67
1836,2014-12-16 11:00,-2.9,0.5,94.26,669.38,0,0.97
1837,2014-12-16 12:00,-5.1,0.5,95.16,669.08,0,0.97
1838,2014-12-16 13:00,-7.5,4.16,95.16,668.58,0.1706,0.97
1839,2014-12-16 14:00,-7.8,2.08,94.45,668.48,0,0.95
1840,2014-12-16 15:00,-9.4,4.16,94.43,668.48,0,1
1841,2014-12-16 16:00,-10.6,2.8,94.07,668.48,0,0.54
1842,2014-12-16 17:00,-11.9,5.44,94.04,668.58,0,0
1843,2014-12-16 18:00,-12.4,5.44,93.68,668.58,0,0.87
1844,2014-12-16 19:00,-13.5,4.16,93.67,668.58,0,1
1845,2014-12-16 20:00,-12.3,8.24,93.67,668.78,0,1
1846,2014-12-16 21:00,-12.2,6.72,92.94,668.78,0,1
1847,2014-12-16 22:00,-11.4,1.6,92.58,668.88,0,1
1848,2014-12-16 23:00,-11.4,14.16,92.93,668.68,0,0.99
1849,2014-12-17 00:00,-11.4,9.6,90.19,668.98,0,1
1850,2014-12-17 01:00,-11.3,9.92,84.99,669.08,0,1
1851,2014-12-17 02:00,-11.7,16.32,73.72,668.78,0,0.92
1852,2014-12-17 03:00,-8.4,16.88,49.21,669.08,0,0.85
1853,2014-12-17 04:00,-7.7,9.04,28.63,669.78,0,0.73
1854,2014-12-17 05:00,-6.7,8.64,16.25,670.78,0,0
1855,2014-12-17 06:00,-6.9,15.52,15.37,671.08,0,0
1856,2014-12-17 07:00,-6.5,11.84,13.6,671.28,0,0.36
1857,2014-12-17 08:00,-7.5,8.08,8.57,671.68,0,0.92
1858,2014-12-17 09:00,-7.9,1.92,14.37,671.88,0,0.89
1859,2014-12-17 10:00,-8.7,3.12,15.85,671.58,0,0.78
1860,2014-12-17 11:00,-8.5,4.48,36.3,670.88,0,0.84
1861,2014-12-17 12:00,-7.4,8.56,70.46,670.68,0,0.87
1862,2014-12-17 13:00,-6.6,6.24,95.53,670.68,0,0.92
1863,2014-12-17 14:00,-6.5,4,95.18,670.38,0,0.94
1864,2014-12-17 15:00,-6.8,2.48,95.18,670.38,0.3413,1
1865,2014-12-17 16:00,-7.4,1.84,94.48,669.98,0.3413,1
1866,2014-12-17 17:00,-7.7,2.88,94.47,670.18,0.5119,1
1867,2014-12-17 18:00,-8.2,1.12,94.13,670.08,0.1706,1
1868,2014-12-17 19:00,-7.8,1.04,94.11,671.08,0,1
1869,2014-12-17 20:00,-7.4,1.12,94.14,671.08,0,1
1870,2014-12-17 21:00,-7.4,19.92,94.13,671.38,0,1
1871,2014-12-17 22:00,-6.3,17.68,94.13,672.78,0,1
1872,2014-12-17 23:00,-5,13.52,94.14,673.68,0,1
1873,2014-12-18 00:00,-4.9,12.16,94.15,674.28,0.256,1
1874,2014-12-18 01:00,-4.6,8.96,94.15,674.98,0.3413,1
1875,2014-12-18 02:00,-5.6,5.84,93.47,675.98,0.256,1
1876,2014-12-18 03:00,-4.4,14.24,93.47,676.48,0.1706,1
1877,2014-12-18 04:00,-3.4,12.08,93.46,676.38,0,1
1878,2014-12-18 05:00,-5.4,2.24,93.5,676.88,0,1
1879,2014-12-18 06:00,-5,0.8,93.89,677.08,0,0.99
1880,2014-12-18 07:00,-4.7,0.5,94.94,677.28,0,1
1881,2014-12-18 08:00,-4.2,0.5,94.95,678.08,0,0.8
1882,2014-12-18 09:00,-3.5,0.56,94.96,679.08,0.2275,0.97
1883,2014-12-18 10:00,-3,0.56,94.98,679.38,0.5119,0.96
1884,2014-12-18 11:00,-2.6,0.5,94.93,679.48,1.1376,0.8
1885,2014-12-18 12:00,-2.4,0.56,94.98,679.18,1.4789,0.9
1886,2014-12-18 13:00,-2.4,0.88,94.64,679.58,1.3083,0.96
1887,2014-12-18 14:00,-2.6,0.5,93.99,679.38,1.0239,0.95
1888,2014-12-18 15:00,-2.9,0.5,93.99,680.28,0.6826,1
1889,2014-12-18 16:00,-4.5,1.92,93.57,680.08,0.8532,1
1890,2014-12-18 17:00,-4.8,10.56,93.6,680.18,0.5688,1
1891,2014-12-18 18:00,-4.9,9.36,92.91,680.58,0.3413,1
1892,2014-12-18 19:00,-4.9,9.36,92.57,680.98,0.3413,1
1893,2014-12-18 20:00,-5.1,9.36,92.9,681.68,0.2275,1
1894,2014-12-18 21:00,-5.7,8.24,92.86,682.18,0.1706,1
1895,2014-12-18 22:00,-6.5,6.72,92.46,682.38,0.1138,1
