#,DATETIME,T2,U2,RH2,PRES,RRR,N
1,2014-10-01 00:00,0.3,2.08,95.09,687.58,0.1138,1
2,2014-10-01 01:00,-0.2,2.8,93.44,687.48,0.0569,1
3,2014-10-01 02:00,-0.9,3.36,93.1,687.28,0,1
4,2014-10-01 03:00,-1.3,3.36,93.08,687.08,0,1
5,2014-10-01 04:00,-2,2.8,92.12,686.88,0,1
6,2014-10-01 05:00,-2.1,5.44,90.57,686.88,0,1
7,2014-10-01 06:00,-2.1,4.56,90.55,686.88,0,1
8,2014-10-01 07:00,-1.5,4.88,90.57,686.88,0,0.73
9,2014-10-01 08:00,-1.5,4.16,90.57,687.08,0,0.81
10,2014-10-01 09:00,-0.7,1.28,89.66,687.48,0,0.79
11,2014-10-01 10:00,-0.5,4.16,89.96,687.58,0,0.92
12,2014-10-01 11:00,-0.1,3.36,89.64,687.68,0,0.97
13,2014-10-01 12:00,-0.7,5.44,85.66,687.38,0,0.97
14,2014-10-01 13:00,-0.2,4.16,85.95,687.28,0,0.97
15,2014-10-01 14:00,-0.1,1.28,86.51,687.38,0,0.96
16,2014-10-01 15:00,-0.2,0.5,86.17,687.18,0,0.88
17,2014-10-01 16:00,0,4.64,89.09,687.18,0,0.85
18,2014-10-01 17:00,-0.5,8.08,88.49,687.18,0,0.38
19,2014-10-01 18:00,-0.9,7.44,92.11,687.38,0,0
20,2014-10-01 19:00,-1.4,7.12,90.54,687.58,0,0
21,2014-10-01 20:00,-1.6,8.8,88.43,687.68,0,0.86
22,2014-10-01 21:00,-1.6,8.32,83.97,687.58,0,1
23,2014-10-01 22:00,-1.5,7.84,77.09,687.68,0,1
24,2014-10-01 23:00,-1.6,8.16,80.52,687.48,0,1
25,2014-10-02 00:00,-1.8,7.12,66.74,687.58,0,1
26,2014-10-02 01:00,-1.7,7.28,58.6,687.38,0,1
27,2014-10-02 02:00,-1.4,6.72,46.81,687.38,0.0569,1
28,2014-10-02 03:00,-1.1,6.48,31.68,687.28,0,0.89
29,2014-10-02 04:00,-0.8,7.36,23.54,687.18,0,0
30,2014-10-02 05:00,-1.1,6.24,24.94,687.08,0,0
31,2014-10-02 06:00,-1.1,6.16,19.37,687.28,0,1
32,2014-10-02 07:00,-1,4.96,15.9,687.58,0,0.41
33,2014-10-02 08:00,-0.9,4.48,15.82,687.68,0,0.11
34,2014-10-02 09:00,0.8,2.08,21.31,687.88,0,0
35,2014-10-02 10:00,1.6,2.16,24.66,687.98,0,0
36,2014-10-02 11:00,1.6,1.68,51.89,687.98,0,0
37,2014-10-02 12:00,1.6,1.84,55.3,687.88,0,0
38,2014-10-02 13:00,0.5,4.48,56.31,687.88,0,0
39,2014-10-02 14:00,0.4,5.92,61.63,687.68,0,0
40,2014-10-02 15:00,0.3,6.88,59.66,687.48,0,0
41,2014-10-02 16:00,0,7.04,71.77,687.58,0,0.94
42,2014-10-02 17:00,-0.5,7.44,84.91,687.58,0,0
43,2014-10-02 18:00,-0.9,8,86.63,687.68,0,0
44,2014-10-02 19:00,-0.8,5.52,87.44,687.98,0,0
45,2014-10-02 20:00,-1.1,5.28,84.62,687.98,0,0
46,2014-10-02 21:00,-0.9,6.24,92.46,687.78,0,0
47,2014-10-02 22:00,-0.9,5.44,92.46,687.68,0,0.3
48,2014-10-02 23:00,-0.8,7.36,90.89,687.38,0,0.61
49,2014-10-03 00:00,-1,7.2,86,687.18,0,0.88
50,2014-10-03 01:00,-1.1,6.72,66.46,686.88,0,0.96
51,2014-10-03 02:00,-1.2,6.32,42.59,686.58,0,0.9
52,2014-10-03 03:00,-1.2,6.8,30.26,686.38,0,0
53,2014-10-03 04:00,-1.2,6.4,29.84,686.38,0,0
54,2014-10-03 05:00,-1.3,5.28,30.25,686.28,0,0
55,2014-10-03 06:00,-1.3,5.84,25.7,686.18,0,1
56,2014-10-03 07:00,-1.1,3.68,23.38,686.38,0,0.42
57,2014-10-03 08:00,-0.8,4.16,25.11,686.48,0,0.11
58,2014-10-03 09:00,0.1,2,28.53,686.38,0,0
59,2014-10-03 10:00,0.7,1.6,27.81,686.28,0,0
60,2014-10-03 11:00,0.8,1.6,33.82,686.18,0,0
61,2014-10-03 12:00,0.6,1.28,54.69,685.98,0,0.25
62,2014-10-03 13:00,0.5,1.76,44.44,685.68,0,0.11
63,2014-10-03 14:00,-0.4,1.68,45.72,685.48,0,0.18
64,2014-10-03 15:00,-1.3,2.88,56.49,685.28,0,0.29
65,2014-10-03 16:00,-1.5,2.64,67.58,685.08,0,0.92
66,2014-10-03 17:00,-1.9,2,79.04,685.08,0,0
67,2014-10-03 18:00,-2.2,1.84,81.13,684.98,0,0
68,2014-10-03 19:00,-2.5,4,85.47,684.88,0,0
69,2014-10-03 20:00,-2.6,3.92,90.92,684.78,0.0569,0
70,2014-10-03 21:00,-2.5,3.76,92.16,684.58,0,0
71,2014-10-03 22:00,-2.5,3.36,89.4,684.28,0,0
72,2014-10-03 23:00,-2.4,4.24,88.52,683.98,0,0.25
73,2014-10-04 00:00,-2.2,5.28,87.93,683.68,0,0.88
74,2014-10-04 01:00,-2.4,5.76,87.62,683.18,0,1
75,2014-10-04 02:00,-2.8,5.12,89.96,682.88,0,1
76,2014-10-04 03:00,-2.7,6.16,92.11,682.58,0,1
77,2014-10-04 04:00,-2.6,4.24,91.15,682.38,0.0569,1
78,2014-10-04 05:00,-2.5,4.08,86.15,682.18,0.0569,1
79,2014-10-04 06:00,-2.2,2.4,86.79,682.18,0,1
80,2014-10-04 07:00,-1.1,5.2,80.69,682.18,0,0.39
81,2014-10-04 08:00,-0.2,1.04,76.24,682.38,0.0569,0
82,2014-10-04 09:00,0.6,1.92,73.14,682.48,0,0
83,2014-10-04 10:00,1,2.8,71.06,682.38,0,0
84,2014-10-04 11:00,1.6,2.96,74.75,682.38,0,0
85,2014-10-04 12:00,1.8,1.36,73.68,682.08,0,0
86,2014-10-04 13:00,2,0.96,69.41,681.88,0,0
87,2014-10-04 14:00,1.1,0.5,67.32,681.58,0,0
88,2014-10-04 15:00,0.6,0.96,79.84,681.38,0,0
89,2014-10-04 16:00,-0.9,1.28,82.35,681.18,0,0.81
90,2014-10-04 17:00,-2.8,0.88,83.52,681.18,0,0.79
91,2014-10-04 18:00,-3.7,1.68,84.47,681.18,0,1
92,2014-10-04 19:00,-3.7,0.5,84.99,681.18,0.0569,0.76
93,2014-10-04 20:00,-4.2,0.88,90.05,681.18,0.1138,0
94,2014-10-04 21:00,-4.1,1.76,89.4,681.08,0.1706,0.93
95,2014-10-04 22:00,-2.9,0.8,90.59,680.98,0,0.92
96,2014-10-04 23:00,-3.4,0.5,93.1,680.68,0.7964,1
97,2014-10-05 00:00,-3.5,1.38,95.41,680.48,2.3322,1
98,2014-10-05 01:00,-2.6,0.5,83.51,680.38,1.1945,1
99,2014-10-05 02:00,-3.1,0.5,82.45,680.08,0.2275,1
100,2014-10-05 03:00,-3.2,4.16,87.46,679.88,0.0569,0.37
101,2014-10-05 04:00,-5.5,1.76,90.09,679.58,0.2275,0.76
102,2014-10-05 05:00,-6.5,0.56,95.65,679.38,0.0569,0.96
103,2014-10-05 06:00,-5.5,0.5,86.54,679.38,0,0.29
104,2014-10-05 07:00,-2.5,1.44,91.05,679.48,0.0569,0.93
105,2014-10-05 08:00,-0.3,0.5,77.04,679.58,0.0569,0.9
106,2014-10-05 09:00,2.2,0.5,87.44,679.78,0.0569,0.9
107,2014-10-05 10:00,2.7,0.5,80.82,679.78,0.1706,0.45
108,2014-10-05 11:00,4,0.8,77.84,679.68,0,0
109,2014-10-05 12:00,1,0.5,78.03,679.48,0.3413,0.16
110,2014-10-05 13:00,0.4,1.04,72.76,679.28,1.0239,0.73
111,2014-10-05 14:00,0.5,0.5,68.38,679.18,0.1138,0.64
112,2014-10-05 15:00,-0.8,0.5,78.91,678.98,0.2844,0.96
113,2014-10-05 16:00,-1.7,0.5,91.54,678.88,0.3982,0.81
114,2014-10-05 17:00,-2.8,0.5,90.62,678.88,0.3413,0.66
115,2014-10-05 18:00,-2.9,0.5,89.99,678.78,2.2184,1
116,2014-10-05 19:00,-3.5,0.5,94.05,678.68,1.0239,1
117,2014-10-05 20:00,-5.9,4.48,93.37,678.48,0.8532,0.91
118,2014-10-05 21:00,-5.1,3.44,95.35,678.38,0.1706,0.54
119,2014-10-05 22:00,-4.9,2.16,93.01,678.38,0.3982,0.7
120,2014-10-05 23:00,-4,6.72,91.4,677.98,1.0239,0.85
121,2014-10-06 00:00,-4.1,4.56,88.96,677.78,1.1945,0.99
122,2014-10-06 01:00,-4.2,5.44,88.96,677.48,0.6257,1
123,2014-10-06 02:00,-4.6,0.5,88.96,677.08,1.2798,1
124,2014-10-06 03:00,-5.5,1.2,88.59,677.08,0.9386,1
125,2014-10-06 04:00,-5.2,1.6,89.16,676.88,1.1092,1
126,2014-10-06 05:00,-5.1,1.44,85.12,676.88,1.9624,1
127,2014-10-06 06:00,-5.5,0.5,64.9,676.88,1.3652,1
128,2014-10-06 07:00,-3.9,0.56,75.82,676.88,0.3413,0.42
129,2014-10-06 08:00,-3.8,0.72,77.32,677.18,0.7679,0.37
130,2014-10-06 09:00,-5.1,2.08,62.97,677.38,1.5358,0.02
131,2014-10-06 10:00,-2.9,1.6,64.91,677.48,2.1046,0
132,2014-10-06 11:00,-1.3,0.72,83.71,677.58,0.5688,0
133,2014-10-06 12:00,-2,1.12,73.2,677.58,0.3982,0
134,2014-10-06 13:00,-2.1,4.32,68.48,677.58,0.2844,0
135,2014-10-06 14:00,-1.2,2,73.55,677.68,0.2844,0
136,2014-10-06 15:00,-0.5,1.12,74.33,677.68,0.2844,0
137,2014-10-06 16:00,-1.1,3.92,79.14,677.88,0.1706,0.93
138,2014-10-06 17:00,-1.8,0.88,69.86,678.08,0.1138,0
139,2014-10-06 18:00,-2.6,0.5,65.51,678.38,0.1138,0
140,2014-10-06 19:00,-2.5,0.5,66.5,678.48,0,0
141,2014-10-06 20:00,-2.5,2.24,56.65,678.58,0,0
142,2014-10-06 21:00,-2.4,5.04,52.81,678.48,0,0.51
143,2014-10-06 22:00,-3.5,2.72,55.53,678.08,0.1138,0
144,2014-10-06 23:00,-4.3,7.44,55.73,677.78,0.0569,0
145,2014-10-07 00:00,-4.8,6,82.04,677.38,0.0569,0.84
146,2014-10-07 01:00,-3,1.6,75.26,677.58,0.1706,0.94
147,2014-10-07 02:00,-1.8,0.8,86.06,677.58,0,0.98
148,2014-10-07 03:00,-2.1,0.56,90.13,677.48,0.0569,0.95
149,2014-10-07 04:00,-2,0.96,93.99,677.58,0.1138,0.98
150,2014-10-07 05:00,-2,0.5,93.02,677.78,0,0.93
151,2014-10-07 06:00,-1.6,0.8,91.14,677.88,0,0.37
152,2014-10-07 07:00,-1.4,0.88,90.34,678.38,0.1706,0.82
153,2014-10-07 08:00,-1.3,0.8,89.43,678.28,0.1706,0.51
154,2014-10-07 09:00,-0.9,1.04,89.73,679.08,0.1138,0.8
155,2014-10-07 10:00,-0.7,2.24,89.81,679.28,0.0569,0.8
156,2014-10-07 11:00,-0.3,1.28,88.79,679.68,0,0.77
157,2014-10-07 12:00,-0.6,6.72,94.63,679.48,0.0569,0.79
158,2014-10-07 13:00,-1.1,5.44,88.85,679.28,0,0.87
159,2014-10-07 14:00,-1.5,4.56,86.38,679.68,0.0569,0.96
160,2014-10-07 15:00,-1.8,10.08,89.24,679.68,0,0.96
161,2014-10-07 16:00,-1.8,0.5,88.48,679.58,0.1138,0.93
162,2014-10-07 17:00,-2.1,12.96,87.21,679.88,0.0569,0.97
163,2014-10-07 18:00,-2,9.36,95.02,680.18,0.1138,0.93
164,2014-10-07 19:00,-1.8,9.36,90.4,680.38,0.1706,0.98
165,2014-10-07 20:00,-2.1,7.84,86.16,680.78,0.1138,1
166,2014-10-07 21:00,-1.8,8.24,88.2,680.78,0.0569,0.97
167,2014-10-07 22:00,-1.9,9.36,87.4,680.98,0.1138,0.98
168,2014-10-07 23:00,-1.8,7.52,92.16,680.98,0.0569,1
169,2014-10-08 00:00,-1.2,9.36,93.42,680.98,0.967,1
170,2014-10-08 01:00,-1.8,6.72,93.09,680.78,0.1706,1
171,2014-10-08 02:00,-2.4,0.5,88.68,680.38,0.0569,1
172,2014-10-08 03:00,-2.3,0.5,80.32,680.48,0.0569,0.86
173,2014-10-08 04:00,-2.5,0.5,67.85,680.38,0,0.59
174,2014-10-08 05:00,-3.8,0.5,50.2,680.88,0,0.63
175,2014-10-08 06:00,-3.7,0.5,46,680.98,0,0.44
176,2014-10-08 07:00,-3.5,0.5,38.24,681.48,0.0569,0.98
177,2014-10-08 08:00,-3.3,0.5,45.47,681.68,0,0.98
178,2014-10-08 09:00,-2.7,0.5,66.28,681.88,0,0.98
179,2014-10-08 10:00,-3.2,0.5,48.96,682.18,0,0.98
180,2014-10-08 11:00,-2.7,0.5,46.99,682.08,0,0.98
181,2014-10-08 12:00,0.2,0.5,60.15,681.78,0.0569,0.96
182,2014-10-08 13:00,0.7,0.5,61.71,681.78,0,0.95
183,2014-10-08 14:00,-0.4,0.5,84.41,682.08,0,0.96
184,2014-10-08 15:00,-0.6,0.5,72.83,682.18,0,0.88
185,2014-10-08 16:00,-0.6,0.64,76.77,682.18,0,0.87
186,2014-10-08 17:00,-1.6,0.88,59.97,682.48,0.1706,0
187,2014-10-08 18:00,-2.5,1.76,53.85,682.48,0,0
188,2014-10-08 19:00,-2.3,3.92,72.82,682.38,0.0569,0
189,2014-10-08 20:00,-2.4,4.32,69.88,682.48,0,0
190,2014-10-08 21:00,-2.4,8,61.37,682.38,0.0569,0
191,2014-10-08 22:00,-2.2,7.52,37.95,682.38,0,0
192,2014-10-08 23:00,-2,4.08,40.56,682.28,0,0
193,2014-10-09 00:00,-2.1,7.36,40.28,682.08,0,0
194,2014-10-09 01:00,-1.9,9.2,48.75,681.68,0,0
195,2014-10-09 02:00,-2.2,4.56,49.45,681.88,0,0
196,2014-10-09 03:00,-1.9,5.04,43.67,681.48,0,0
197,2014-10-09 04:00,-2.1,3.28,47.73,681.58,0,0
198,2014-10-09 05:00,-1.7,5.76,63.1,681.38,0.0569,0
199,2014-10-09 06:00,-1.3,7.52,63.13,681.58,0,1
200,2014-10-09 07:00,-1.7,10.56,63.41,681.68,0,0.55
201,2014-10-09 08:00,-2.8,10.08,65.03,681.58,0,0
202,2014-10-09 09:00,-2.7,14.56,70.49,681.18,0,0
203,2014-10-09 10:00,-3,14.24,60.15,681.18,0,0
204,2014-10-09 11:00,-2.8,10.32,55.69,681.58,0,0
205,2014-10-09 12:00,-2.2,4.64,64.66,682.08,0,0
206,2014-10-09 13:00,-1.2,4.56,63.24,681.88,0,0
207,2014-10-09 14:00,-1.4,6.48,66.7,681.98,0,0
208,2014-10-09 15:00,-1,4.48,77.1,682.08,0,0.18
209,2014-10-09 16:00,-0.8,2.8,87.75,682.18,0,0.46
210,2014-10-09 17:00,-1.2,4.56,95.34,681.98,0,0.25
211,2014-10-09 18:00,-1,3.04,94.07,682.18,0,0.85
212,2014-10-09 19:00,-0.7,2.64,93.09,682.48,0.0569,0.74
213,2014-10-09 20:00,-0.8,2,90.82,682.58,0.1138,0.96
214,2014-10-09 21:00,-0.6,1.2,91.22,682.78,0,0.71
215,2014-10-09 22:00,-0.5,1.76,90.9,682.68,0.0569,0.82
216,2014-10-09 23:00,-0.4,12.16,91.23,682.68,0.0569,0.99
217,2014-10-10 00:00,-0.5,12.16,91.38,682.98,0.2844,0.98
218,2014-10-10 01:00,-0.5,15.2,90.78,682.88,0.2275,1
219,2014-10-10 02:00,-0.8,5.44,88.91,682.38,1.4221,1
220,2014-10-10 03:00,-1.8,10.56,89.51,682.28,0.4551,1
221,2014-10-10 04:00,-2.6,9.76,85.47,682.18,0.3413,0.96
222,2014-10-10 05:00,-3.3,6.72,82.69,681.88,0.1138,0.7
223,2014-10-10 06:00,-2.9,6.72,84.85,681.88,0.0569,0.43
224,2014-10-10 07:00,-3.2,7.52,79.85,682.18,0.2844,0.98
225,2014-10-10 08:00,-3.2,9.36,69.09,682.58,0.3982,0.8
226,2014-10-10 09:00,-2.3,9.36,57.26,682.78,0,0.6
227,2014-10-10 10:00,-3.5,9.36,56.41,682.58,0,0
228,2014-10-10 11:00,-2.7,9.36,58.19,682.68,0,0.26
229,2014-10-10 12:00,-2.9,7.84,61.27,682.48,0,0.88
230,2014-10-10 13:00,-1.8,2.08,64.25,682.48,0,0.82
231,2014-10-10 14:00,-1.5,9.36,69.28,682.58,0,0.96
232,2014-10-10 15:00,-1.4,12.16,74.24,682.58,0.0569,0.95
233,2014-10-10 16:00,-1.6,19.2,74.21,682.78,0.2844,0.93
234,2014-10-10 17:00,-1.8,16.56,74.59,682.58,0.1138,0.92
235,2014-10-10 18:00,-1.9,16.56,81.43,682.78,0.0569,0.73
236,2014-10-10 19:00,-2.2,15.2,80.83,682.48,0.2275,0.81
237,2014-10-10 20:00,-2.3,12.16,82.41,682.48,0,0.72
238,2014-10-10 21:00,-2,9.36,87.61,682.48,0,0.75
239,2014-10-10 22:00,-2.7,12.16,83.7,682.08,0,0.8
240,2014-10-10 23:00,-2.9,10.56,80.6,681.88,0,0.68
241,2014-10-11 00:00,-3,6.72,83.12,681.88,0,0.63
242,2014-10-11 01:00,-3.7,12.16,72.49,681.38,0.0569,0.63
243,2014-10-11 02:00,-2.2,9.36,84.52,681.48,0.0569,0.46
244,2014-10-11 03:00,-2.1,12.16,91.95,680.98,0.2844,0.59
245,2014-10-11 04:00,-2.7,15.2,86.45,679.98,1.0239,1
246,2014-10-11 05:00,-2.7,12.16,89.91,680.18,0.4551,1
247,2014-10-11 06:00,-2.3,13.28,89.93,680.48,1.0239,0.91
248,2014-10-11 07:00,-1.9,15.2,91.16,680.58,0.6826,0.98
249,2014-10-11 08:00,-1.3,12.16,85.51,681.18,0.1706,0.97
250,2014-10-11 09:00,-1.9,9.36,85.53,681.48,0,0.98
251,2014-10-11 10:00,-1.7,2.8,88.33,681.68,0,0.88
252,2014-10-11 11:00,0.3,4.16,87.31,681.58,0,0.8
253,2014-10-11 12:00,0.1,2.08,85.27,681.58,0,0.8
254,2014-10-11 13:00,-0.5,2.8,81.19,681.38,0,0.91
255,2014-10-11 14:00,-2,2.08,79.31,681.58,0,0.96
256,2014-10-11 15:00,-2.9,0.8,70.46,681.68,0,0.96
257,2014-10-11 16:00,-3.5,1.28,83.27,681.58,0,0.92
258,2014-10-11 17:00,-4.2,1.28,82.97,681.68,0,0
259,2014-10-11 18:00,-5,1.04,84.11,681.98,0,0
260,2014-10-11 19:00,-4.8,0.64,84.6,682.18,0,0
261,2014-10-11 20:00,-4.4,1.04,88.47,682.28,0,0
262,2014-10-11 21:00,-4.2,0.5,85.95,682.18,0,0
263,2014-10-11 22:00,-4.2,0.5,91.48,682.18,0,0
264,2014-10-11 23:00,-5.1,1.08,85.82,681.88,0,0
265,2014-10-12 00:00,-4.8,1,74.93,681.98,0,0
266,2014-10-12 01:00,-4.8,1.58,67.52,681.68,0,0
267,2014-10-12 02:00,-4.3,2.74,64.36,681.58,0,0
268,2014-10-12 03:00,-4.3,0.8,76.99,681.18,0,0
269,2014-10-12 04:00,-3.9,0.5,64.88,681.48,0,0
270,2014-10-12 05:00,-3.7,0.64,65.7,681.18,0,0
271,2014-10-12 06:00,-2.4,0.5,60.03,681.38,0.0569,0
272,2014-10-12 07:00,-2.5,0.5,48.88,681.38,0,0.02
273,2014-10-12 08:00,-2.2,0.5,49.32,681.78,0,0.45
274,2014-10-12 09:00,-1.4,0.5,50.57,681.68,0,0.18
275,2014-10-12 10:00,0.2,0.5,69.52,681.88,0,0
276,2014-10-12 11:00,0,0.5,85.45,681.78,0,0.84
277,2014-10-12 12:00,0.1,9.36,75.28,681.68,0.1138,0.97
278,2014-10-12 13:00,0.3,7.04,82.29,681.48,0.3413,0.97
279,2014-10-12 14:00,0.3,6.72,85.67,681.28,1.4221,0.96
280,2014-10-12 15:00,0,9.36,87.27,681.28,1.4789,0.95
281,2014-10-12 16:00,-0.3,7.04,92.54,681.28,2.1615,0.92
282,2014-10-12 17:00,-0.8,6.72,91.63,681.38,0.5119,1
283,2014-10-12 18:00,-0.6,6.72,92.43,681.38,0.7395,0.88
284,2014-10-12 19:00,-1.2,6.72,92.37,680.98,1.7065,0.94
285,2014-10-12 20:00,-0.9,5.44,92.46,681.18,0.3413,0.88
286,2014-10-12 21:00,-1,4.16,92.15,681.08,1.3083,0.89
287,2014-10-12 22:00,-0.7,6.72,91.52,680.88,0.3982,0.89
288,2014-10-12 23:00,-0.8,6.72,91.03,680.18,0.4551,1
289,2014-10-13 00:00,-0.6,7.52,92.11,680.28,0.1706,0.73
290,2014-10-13 01:00,-0.5,5.44,90.62,680.48,0.7395,0.13
291,2014-10-13 02:00,-1.8,6.72,91.8,679.48,0.5119,0.64
292,2014-10-13 03:00,-1.1,12.16,90.74,678.48,0.1138,0
293,2014-10-13 04:00,-1.1,15.2,91.52,679.18,0.0569,0
294,2014-10-13 05:00,-1.4,12.16,91.51,679.08,0.6826,0.73
295,2014-10-13 06:00,-1.4,9.36,91.51,678.88,1.934,1
296,2014-10-13 07:00,-1.2,9.36,91.49,678.88,0.3413,0.98
297,2014-10-13 08:00,-1.1,6.72,91.49,678.98,1.1945,0.97
298,2014-10-13 09:00,-1,6.72,91.49,678.58,1.0239,0.97
299,2014-10-13 10:00,-1.2,6.72,91.52,678.58,0.3413,0.97
300,2014-10-13 11:00,-1.2,5.44,89.42,677.68,1.5358,0.97
301,2014-10-13 12:00,-1,4.16,85.52,678.18,0.1706,0.97
302,2014-10-13 13:00,-0.7,2.8,81.46,677.78,0.1138,0.94
303,2014-10-13 14:00,-1.1,1.28,88.05,677.18,0.5688,0.96
304,2014-10-13 15:00,-1.5,2.08,89.12,677.08,0.2275,0.95
305,2014-10-13 16:00,-1.6,0.8,87.38,676.78,2.1046,1
306,2014-10-13 17:00,-2.5,0.8,89.96,676.48,1.1945,1
307,2014-10-13 18:00,-4.7,1.28,90.55,676.28,0.1706,1
308,2014-10-13 19:00,-2.5,0.8,90.54,676.08,2.4459,1
309,2014-10-13 20:00,-2.8,1.04,90.5,675.98,0.967,1
310,2014-10-13 21:00,-4.9,1.6,88.08,675.88,0.967,1
311,2014-10-13 22:00,-4.8,1.04,85.51,676.08,0.6826,1
312,2014-10-13 23:00,-6,0.64,81.6,675.98,0,1
313,2014-10-14 00:00,-7.8,0.5,81.56,676.38,0,1
314,2014-10-14 01:00,-8,0.64,83.55,676.38,0,1
315,2014-10-14 02:00,-7.2,0.8,78.64,676.18,0,1
316,2014-10-14 03:00,-6.5,0.8,79.09,675.88,0,1
317,2014-10-14 04:00,-6.4,0.64,82.78,675.88,0.0569,1
318,2014-10-14 05:00,-6.5,0.64,75.23,675.88,0,1
319,2014-10-14 06:00,-6.2,0.5,77.34,676.18,0,0.64
320,2014-10-14 07:00,-5.4,2.8,54.48,676.48,0,0
321,2014-10-14 08:00,-5,2.08,55.02,676.78,0,0.35
322,2014-10-14 09:00,-4.3,0.8,59.71,676.98,0,0.37
323,2014-10-14 10:00,-4.7,5.44,47.67,676.98,0.0569,0.46
324,2014-10-14 11:00,-4.9,2.8,63.81,676.98,0.0569,0.4
325,2014-10-14 12:00,-4.6,0.8,56.66,676.98,0,0
326,2014-10-14 13:00,-4.1,0.64,61.9,676.78,0,0.4
327,2014-10-14 14:00,-2.8,1.28,86.16,676.88,0,0.79
328,2014-10-14 15:00,-2.6,1.28,90.53,676.88,0.1706,0.66
329,2014-10-14 16:00,-2.8,1.04,92.38,676.88,1.0239,1
330,2014-10-14 17:00,-2.9,1.6,91.44,676.88,1.0808,0.93
331,2014-10-14 18:00,-2.9,1.28,91.1,676.88,0.5688,0.95
332,2014-10-14 19:00,-3.1,1.28,90.17,676.78,0.1138,0.93
333,2014-10-14 20:00,-3.1,0.64,92.05,676.88,0.7395,0.96
334,2014-10-14 21:00,-3.1,2.8,90.17,676.88,0.7964,1
335,2014-10-14 22:00,-3.2,2.08,88.96,676.58,1.2514,1
336,2014-10-14 23:00,-3.7,2.8,88.95,676.48,1.2514,1
337,2014-10-15 00:00,-3.8,4.16,89.55,676.28,0.3413,1
338,2014-10-15 01:00,-3.6,2.8,90.47,676.18,0.2844,1
339,2014-10-15 02:00,-3.1,1.28,90.16,676.08,0.0569,1
340,2014-10-15 03:00,-3,0.64,89.55,676.28,0,1
341,2014-10-15 04:00,-3.2,0.5,88.69,676.08,0,1
342,2014-10-15 05:00,-3.4,0.5,86.12,675.98,0,1
343,2014-10-15 06:00,-3.4,0.5,83.65,676.08,0,1
344,2014-10-15 07:00,-2.2,0.8,77.16,676.38,0,0.09
345,2014-10-15 08:00,-1.4,0.5,70.69,676.48,0,0.17
346,2014-10-15 09:00,-1.3,0.8,69.35,676.68,0,0.68
347,2014-10-15 10:00,-1.4,0.8,69.8,676.88,0,0.7
348,2014-10-15 11:00,-1.4,2.8,72.22,676.78,0,0.54
349,2014-10-15 12:00,-1.2,0.5,80.26,676.78,0,0.57
350,2014-10-15 13:00,-1.5,0.5,75.46,676.78,0,0.87
351,2014-10-15 14:00,-2.1,0.5,79.96,676.58,0,0.96
352,2014-10-15 15:00,-2.6,0.5,85.83,676.78,0,0.95
353,2014-10-15 16:00,-3,0.5,88.15,676.68,0,1
354,2014-10-15 17:00,-3.4,0.5,88.15,676.58,0,0.92
355,2014-10-15 18:00,-3.2,2.08,88.14,676.88,0,0.93
356,2014-10-15 19:00,-2.8,2.8,89,676.98,0,0.95
357,2014-10-15 20:00,-2.4,4.16,91.1,676.78,0,0.95
358,2014-10-15 21:00,-1.9,4.16,89.91,676.98,0,0.9
359,2014-10-15 22:00,-2.4,2.8,86.45,677.08,0.0569,0.93
360,2014-10-15 23:00,-3.3,2.8,83.99,677.48,0,0.88
361,2014-10-16 00:00,-4.6,1.04,79.8,677.78,0,0.72
362,2014-10-16 01:00,-5.1,0.8,62.89,677.88,0,0
363,2014-10-16 02:00,-5.4,1.04,57.41,678.18,0,0
364,2014-10-16 03:00,-5.6,2.08,39.9,678.68,0,0
365,2014-10-16 04:00,-5.7,0.5,39.02,678.58,0,0
366,2014-10-16 05:00,-4.4,5.44,62.56,678.78,0,0
367,2014-10-16 06:00,-2.9,3.04,67.37,678.78,0,0.57
368,2014-10-16 07:00,-2.5,2.08,62.63,679.28,0,0.98
369,2014-10-16 08:00,-2.2,4.16,68.62,679.48,0,0.98
370,2014-10-16 09:00,-0.9,4.16,91.16,679.68,0,0.97
371,2014-10-16 10:00,0.4,2.8,90.15,679.88,0.1138,0.86
372,2014-10-16 11:00,1,1.28,91.77,680.08,0,0.97
373,2014-10-16 12:00,1.3,0.5,88.42,679.98,0,0.95
374,2014-10-16 13:00,1.7,0.8,86.95,680.08,0.0569,0.77
375,2014-10-16 14:00,1.8,0.5,88.26,680.28,0.0569,0.83
376,2014-10-16 15:00,1.5,4.16,84.65,680.48,0,0.95
377,2014-10-16 16:00,0.8,4.16,90.61,680.38,0.0569,0.99
378,2014-10-16 17:00,0.4,5.44,92.15,680.48,0.0569,0.95
379,2014-10-16 18:00,0.4,0.8,93.44,680.58,0,1
380,2014-10-16 19:00,1,0.96,93.13,680.98,0.1138,1
381,2014-10-16 20:00,1.1,0.5,93.13,680.98,0.0569,1
382,2014-10-16 21:00,1.1,0.5,93.12,681.08,0.1706,1
383,2014-10-16 22:00,0.6,0.5,92.49,680.88,0.0569,1
384,2014-10-16 23:00,-0.5,0.5,90.03,680.48,0.0569,1
385,2014-10-17 00:00,-1.2,0.5,89.12,680.28,0.1138,0.83
386,2014-10-17 01:00,-1.8,0.72,87.94,680.08,0.0569,0.31
387,2014-10-17 02:00,-2,1.28,88.39,679.78,0,0
